Topic-1,Topic-2,Correlation
206005-1,206059-2,0.652
,,
206005-18,206059-18,0.68
,,
206005-1,206059-13,0.614
,,
206005-1,206059-2,0.652
,,
206005-18,206059-18,0.68
,,
206005-1,206059-13,0.614
,,
206005-1,206059-2,0.652
,,
206005-6,206059-7,0.526
,,
206005-6,206059-7,0.526
,,
206005-6,206059-7,0.526
,,
206005-6,206059-7,0.526
,,
206005-9,206059-18,0.593
,,
206005-18,206059-18,0.68
,,
206005-18,206059-18,0.68
,,
206005-1,206059-13,0.614
,,
206005-1,206059-2,0.652
,,
206059-18,209244-11,0.618
,,
206059-13,209244-11,0.624
,,
206059-2,209244-17,0.605
,,
206059-18,209244-11,0.618
,,
206059-13,209244-11,0.624
,,
206059-2,209244-17,0.605
,,
206059-18,209244-11,0.618
,,
206059-13,209244-11,0.624
,,
206059-2,209244-17,0.605
,,
206059-7,209244-8,0.687
,,
206059-7,209244-8,0.687
,,
206059-7,209244-8,0.687
,,
206059-7,209244-11,0.725
,,
206059-18,209244-11,0.618
,,
206059-18,209244-11,0.618
,,
206059-18,209244-11,0.618
,,
206059-13,209244-11,0.624
,,
206059-2,209244-17,0.605
,,
209244-11,210047-19,0.536
,,
209244-11,210047-19,0.536
,,
209244-17,210047-17,0.715
,,
209244-11,210047-19,0.536
,,
209244-11,210047-19,0.536
,,
209244-17,210047-17,0.715
,,
209244-11,210047-19,0.536
,,
209244-11,210047-19,0.536
,,
209244-17,210047-17,0.715
,,
209244-8,210047-10,0.681
,,
209244-8,210047-16,0.705
,,
209244-8,210047-14,0.717
,,
209244-11,210047-19,0.536
,,
209244-11,210047-19,0.536
,,
209244-11,210047-19,0.536
,,
209244-11,210047-19,0.536
,,
209244-11,210047-19,0.536
,,
209244-17,210047-17,0.715
,,
9410104-1,9710005-2,0.64
,,
9410104-1,9710005-2,0.64
,,
9410104-6,9710005-16,0.645
,,
9410104-8,9710005-10,0.699
,,
9410104-8,9710005-10,0.699
,,
9410104-8,9710005-10,0.699
,,
9410104-8,9710005-10,0.699
,,
9410104-3,9710005-5,0.704
,,
9410104-11,9710005-16,0.734
,,
9710005-2,9711001-15,0.684
,,
9710005-2,9711001-15,0.684
,,
9710005-16,9711001-7,0.625
,,
9710005-10,9711001-10,0.688
,,
9710005-10,9711001-11,0.752
,,
9710005-10,9711001-11,0.752
,,
9710005-10,9711001-11,0.752
,,
9710005-5,9711001-7,0.654
,,
9710005-16,9711001-7,0.625
,,
9711001-15,9711161-4,0.649
,,
9711001-15,9711161-4,0.649
,,
9711001-7,9711161-18,0.658
,,
9711001-10,9711161-10,0.619
,,
9711001-11,9711161-19,0.703
,,
9711001-11,9711161-14,0.712
,,
9711001-11,9711161-17,0.733
,,
9711001-7,9711161-18,0.658
,,
9711001-7,9711161-18,0.658
,,
9711161-4,1216-8,0.667
,,
9711161-4,1216-5,0.699
,,
9711161-18,1216-16,0.674
,,
9711161-10,1216-16,0.704
,,
9711161-19,1216-16,0.557
,,
9711161-14,1216-16,0.666
,,
9711161-17,1216-16,0.632
,,
9711161-18,1216-16,0.674
,,
9711161-18,1216-16,0.674
,,
1216-8,5270-12,0.736
,,
1216-5,5270-12,0.696
,,
1216-16,5270-13,0.763
,,
1216-16,5270-13,0.763
,,
1216-16,5270-13,0.763
,,
1216-16,5270-13,0.763
,,
1216-16,5270-13,0.763
,,
1216-16,5270-13,0.763
,,
1216-16,5270-13,0.763
,,
5270-12,207032-19,0.78
,,
5270-12,207032-19,0.78
,,
5270-13,207032-1,0.629
,,
5270-13,207032-1,0.629
,,
5270-13,207032-1,0.629
,,
5270-13,207032-1,0.629
,,
5270-13,207032-1,0.629
,,
5270-13,207032-1,0.629
,,
5270-13,207032-1,0.629
,,
9207108-0,9304068-11,0.581
,,
9207108-0,9304068-11,0.581
,,
9207108-0,9304068-11,0.581
,,
9207108-0,9304068-11,0.581
,,
9207108-8,9304068-19,0.594
,,
9207108-8,9304068-19,0.594
,,
9207108-8,9304068-19,0.594
,,
9207108-8,9304068-19,0.594
,,
9207108-8,9304068-19,0.594
,,
9207108-0,9304068-2,0.602
,,
9207108-0,9304068-2,0.602
,,
9207108-0,9304068-2,0.602
,,
9207108-0,9304068-2,0.602
,,
9207108-0,9304068-2,0.602
,,
9207108-8,9304068-13,0.62
,,
9207108-8,9304068-13,0.62
,,
9207108-8,9304068-13,0.62
,,
9207108-8,9304068-13,0.62
,,
9207108-8,9304068-11,0.641
,,
9207108-8,9304068-11,0.641
,,
9207108-8,9304068-11,0.641
,,
9207108-8,9304068-11,0.641
,,
9304068-11,9501030-7,0.652
,,
9304068-11,9501030-7,0.652
,,
9304068-11,9501030-7,0.652
,,
9304068-11,9501030-7,0.652
,,
9304068-19,9501030-8,0.592
,,
9304068-19,9501030-8,0.592
,,
9304068-19,9501030-8,0.592
,,
9304068-19,9501030-8,0.592
,,
9304068-19,9501030-8,0.592
,,
9304068-2,9501030-8,0.605
,,
9304068-2,9501030-8,0.605
,,
9304068-2,9501030-8,0.605
,,
9304068-2,9501030-8,0.605
,,
9304068-2,9501030-8,0.605
,,
9304068-13,9501030-3,0.603
,,
9304068-13,9501030-3,0.603
,,
9304068-13,9501030-3,0.603
,,
9304068-13,9501030-3,0.603
,,
9304068-11,9501030-7,0.652
,,
9304068-11,9501030-7,0.652
,,
9304068-11,9501030-7,0.652
,,
9304068-11,9501030-7,0.652
,,
9501030-7,9606118-0,0.585
,,
9501030-7,9606118-0,0.585
,,
9501030-7,9606118-0,0.585
,,
9501030-7,9606118-0,0.585
,,
9501030-8,9606118-8,0.566
,,
9501030-8,9606118-8,0.566
,,
9501030-8,9606118-8,0.566
,,
9501030-8,9606118-8,0.566
,,
9501030-8,9606118-8,0.566
,,
9501030-8,9606118-8,0.566
,,
9501030-8,9606118-8,0.566
,,
9501030-8,9606118-8,0.566
,,
9501030-8,9606118-8,0.566
,,
9501030-8,9606118-8,0.566
,,
9501030-3,9606118-0,0.636
,,
9501030-3,9606118-0,0.636
,,
9501030-3,9606118-0,0.636
,,
9501030-3,9606118-0,0.636
,,
9501030-7,9606118-0,0.585
,,
9501030-7,9606118-0,0.585
,,
9501030-7,9606118-0,0.585
,,
9501030-7,9606118-0,0.585
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9606118-8,9702008-3,0.643
,,
9606118-8,9702008-3,0.643
,,
9606118-8,9702008-3,0.643
,,
9606118-8,9702008-3,0.643
,,
9606118-8,9702008-3,0.643
,,
9606118-8,9702008-3,0.643
,,
9606118-8,9702008-3,0.643
,,
9606118-8,9702008-3,0.643
,,
9606118-8,9702008-3,0.643
,,
9606118-8,9702008-3,0.643
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9606118-0,9702008-12,0.592
,,
9702008-12,9711161-16,0.631
,,
9702008-12,9711161-16,0.631
,,
9702008-12,9711161-19,0.634
,,
9702008-12,9711161-19,0.634
,,
9702008-3,9711161-18,0.682
,,
9702008-3,9711161-18,0.682
,,
9702008-3,9711161-18,0.682
,,
9702008-3,9711161-18,0.682
,,
9702008-3,9711161-18,0.682
,,
9702008-3,9711161-18,0.682
,,
9702008-3,9711161-18,0.682
,,
9702008-3,9711161-18,0.682
,,
9702008-3,9711161-18,0.682
,,
9702008-3,9711161-18,0.682
,,
9702008-12,9711161-16,0.631
,,
9702008-12,9711161-16,0.631
,,
9702008-12,9711161-19,0.634
,,
9702008-12,9711161-19,0.634
,,
9702008-12,9711161-16,0.631
,,
9702008-12,9711161-16,0.631
,,
9702008-12,9711161-19,0.634
,,
9702008-12,9711161-19,0.634
,,
9711161-16,9801206-10,0.434
,,
9711161-16,9801206-10,0.434
,,
9711161-19,9801206-4,0.59
,,
9711161-19,9801206-4,0.59
,,
9711161-18,9801206-1,0.61
,,
9711161-18,9801206-1,0.61
,,
9711161-18,9801206-1,0.61
,,
9711161-18,9801206-1,0.61
,,
9711161-18,9801206-1,0.61
,,
9711161-18,9801206-1,0.61
,,
9711161-18,9801206-1,0.61
,,
9711161-18,9801206-1,0.61
,,
9711161-18,9801206-1,0.61
,,
9711161-18,9801206-1,0.61
,,
9711161-16,9801206-10,0.434
,,
9711161-16,9801206-10,0.434
,,
9711161-19,9801206-4,0.59
,,
9711161-19,9801206-4,0.59
,,
9711161-16,9801206-10,0.434
,,
9711161-16,9801206-10,0.434
,,
9711161-19,9801206-4,0.59
,,
9711161-19,9801206-4,0.59
,,
9801206-10,9803082-13,0.558
,,
9801206-10,9803082-13,0.558
,,
9801206-4,9803082-4,0.592
,,
9801206-4,9803082-4,0.592
,,
9801206-1,9803082-6,0.618
,,
9801206-1,9803082-6,0.618
,,
9801206-1,9803082-6,0.618
,,
9801206-1,9803082-6,0.618
,,
9801206-1,9803082-6,0.618
,,
9801206-1,9803082-6,0.618
,,
9801206-1,9803082-6,0.618
,,
9801206-1,9803082-6,0.618
,,
9801206-1,9803082-6,0.618
,,
9801206-1,9803082-6,0.618
,,
9801206-10,9803082-13,0.558
,,
9801206-10,9803082-13,0.558
,,
9801206-4,9803082-4,0.592
,,
9801206-4,9803082-4,0.592
,,
9801206-10,9803082-13,0.558
,,
9801206-10,9803082-13,0.558
,,
9801206-4,9803082-4,0.592
,,
9801206-4,9803082-4,0.592
,,
9803082-13,9804149-13,0.681
,,
9803082-13,9804149-13,0.681
,,
9803082-4,9804149-13,0.627
,,
9803082-4,9804149-13,0.627
,,
9803082-6,9804149-14,0.679
,,
9803082-6,9804149-14,0.679
,,
9803082-6,9804149-14,0.679
,,
9803082-6,9804149-14,0.679
,,
9803082-6,9804149-14,0.679
,,
9803082-6,9804149-14,0.679
,,
9803082-6,9804149-14,0.679
,,
9803082-6,9804149-14,0.679
,,
9803082-6,9804149-14,0.679
,,
9803082-6,9804149-14,0.679
,,
9803082-13,9804149-13,0.681
,,
9803082-13,9804149-13,0.681
,,
9803082-4,9804149-13,0.627
,,
9803082-4,9804149-13,0.627
,,
9803082-13,9804149-13,0.681
,,
9803082-13,9804149-13,0.681
,,
9803082-4,9804149-13,0.627
,,
9803082-4,9804149-13,0.627
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9804149-14,9901057-5,0.781
,,
9804149-14,9901057-5,0.781
,,
9804149-14,9901057-5,0.781
,,
9804149-14,9901057-5,0.781
,,
9804149-14,9901057-5,0.781
,,
9804149-14,9901057-5,0.781
,,
9804149-14,9901057-5,0.781
,,
9804149-14,9901057-5,0.781
,,
9804149-14,9901057-5,0.781
,,
9804149-14,9901057-5,0.781
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9804149-13,9901057-12,0.655
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9901057-5,9911123-6,0.676
,,
9901057-5,9911123-6,0.676
,,
9901057-5,9911123-11,0.703
,,
9901057-5,9911123-13,0.806
,,
9901057-5,9911123-13,0.806
,,
9901057-5,9911123-6,0.676
,,
9901057-5,9911123-6,0.676
,,
9901057-5,9911123-11,0.703
,,
9901057-5,9911123-13,0.806
,,
9901057-5,9911123-13,0.806
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9901057-12,9911123-0,0.616
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
9911123-6,1204-7,0.618
,,
9911123-6,1204-7,0.618
,,
9911123-11,1204-10,0.685
,,
9911123-13,1204-7,0.828
,,
9911123-13,1204-7,0.828
,,
9911123-6,1204-7,0.618
,,
9911123-6,1204-7,0.618
,,
9911123-11,1204-10,0.685
,,
9911123-13,1204-7,0.828
,,
9911123-13,1204-7,0.828
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
9911123-0,1204-7,0.645
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
1204-10,204250-12,0.619
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
1204-10,204250-12,0.619
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
1204-7,204250-15,0.643
,,
1204-7,204250-14,0.658
,,
9405129-3,9805168-14,0.639
,,
9405129-6,9805168-19,0.642
,,
9405129-6,9805168-19,0.642
,,
9405129-6,9805168-19,0.642
,,
9405129-6,9805168-19,0.642
,,
9405129-6,9805168-19,0.642
,,
9405129-8,9805168-13,0.645
,,
9405129-8,9805168-13,0.645
,,
9405129-8,9805168-19,0.684
,,
9405129-8,9805168-19,0.684
,,
9405129-8,9805168-19,0.684
,,
9405129-8,9805168-19,0.684
,,
9405129-8,9805168-19,0.684
,,
9405129-3,9805168-10,0.695
,,
9405129-3,9805168-10,0.695
,,
9805168-14,6011-3,0.668
,,
9805168-19,6011-0,0.577
,,
9805168-19,6011-0,0.577
,,
9805168-19,6011-0,0.577
,,
9805168-19,6011-0,0.577
,,
9805168-19,6011-0,0.577
,,
9805168-13,6011-11,0.637
,,
9805168-13,6011-11,0.637
,,
9805168-19,6011-0,0.577
,,
9805168-19,6011-0,0.577
,,
9805168-19,6011-0,0.577
,,
9805168-19,6011-0,0.577
,,
9805168-19,6011-0,0.577
,,
9805168-10,6011-11,0.581
,,
9805168-10,6011-11,0.581
,,
6011-3,206063-12,0.67
,,
6011-0,206063-7,0.644
,,
6011-0,206063-7,0.644
,,
6011-0,206063-7,0.644
,,
6011-0,206063-7,0.644
,,
6011-0,206063-7,0.644
,,
6011-11,206063-12,0.688
,,
6011-11,206063-19,0.711
,,
6011-0,206063-7,0.644
,,
6011-0,206063-7,0.644
,,
6011-0,206063-7,0.644
,,
6011-0,206063-7,0.644
,,
6011-0,206063-7,0.644
,,
6011-11,206063-12,0.688
,,
6011-11,206063-19,0.711
,,
206063-12,211216-2,0.611
,,
206063-7,211216-10,0.646
,,
206063-7,211216-11,0.659
,,
206063-7,211216-19,0.748
,,
206063-7,211216-8,0.76
,,
206063-7,211216-14,0.775
,,
206063-12,211216-2,0.611
,,
206063-19,211216-4,0.762
,,
206063-7,211216-10,0.646
,,
206063-7,211216-11,0.659
,,
206063-7,211216-19,0.748
,,
206063-7,211216-8,0.76
,,
206063-7,211216-14,0.775
,,
206063-12,211216-2,0.611
,,
206063-19,211216-4,0.762
,,
9203077-1,9211109-17,0.66
,,
9203077-0,9211109-18,0.667
,,
9203077-9,9211109-15,0.668
,,
9203077-13,9211109-15,0.709
,,
9203077-1,9211109-10,0.732
,,
9201007-4,9604090-19,0.638
,,
9201007-12,9604090-17,0.645
,,
9201007-12,9604090-17,0.645
,,
9201007-12,9604090-16,0.649
,,
9201007-12,9604090-16,0.649
,,
9201007-12,9604090-16,0.649
,,
9201007-1,9604090-12,0.653
,,
9201007-4,9604090-12,0.744
,,
9604090-19,9608173-2,0.628
,,
9604090-17,9608173-17,0.692
,,
9604090-17,9608173-17,0.692
,,
9604090-16,9608173-16,0.643
,,
9604090-16,9608173-17,0.681
,,
9604090-16,9608173-17,0.681
,,
9604090-12,9608173-8,0.68
,,
9604090-12,9608173-8,0.68
,,
9608173-2,9801038-12,0.671
,,
9608173-17,9801038-17,0.548
,,
9608173-17,9801038-17,0.548
,,
9608173-16,9801038-12,0.57
,,
9608173-17,9801038-17,0.548
,,
9608173-17,9801038-17,0.548
,,
9608173-8,9801038-12,0.667
,,
9608173-8,9801038-12,0.667
,,
9801038-12,9901149-16,0.682
,,
9801038-17,9901149-17,0.653
,,
9801038-17,9901149-17,0.653
,,
9801038-12,9901149-16,0.682
,,
9801038-17,9901149-17,0.653
,,
9801038-17,9901149-17,0.653
,,
9801038-12,9901149-16,0.682
,,
9801038-12,9901149-16,0.682
,,
9901149-16,11016-5,0.626
,,
9901149-17,11016-19,0.71
,,
9901149-17,11016-17,0.713
,,
9901149-16,11016-5,0.626
,,
9901149-17,11016-19,0.71
,,
9901149-17,11016-17,0.713
,,
9901149-16,11016-5,0.626
,,
9901149-16,11016-5,0.626
,,
11016-5,106247-15,0.617
,,
11016-19,106247-16,0.5
,,
11016-17,106247-2,0.722
,,
11016-5,106247-15,0.617
,,
11016-19,106247-16,0.5
,,
11016-17,106247-2,0.722
,,
11016-5,106247-15,0.617
,,
11016-5,106247-15,0.617
,,
106247-15,202094-7,0.639
,,
106247-16,202094-18,0.641
,,
106247-2,202094-0,0.63
,,
106247-15,202094-7,0.639
,,
106247-16,202094-18,0.641
,,
106247-2,202094-0,0.63
,,
106247-15,202094-7,0.639
,,
106247-15,202094-7,0.639
,,
202094-7,202127-0,0.637
,,
202094-18,202127-0,0.624
,,
202094-0,202127-16,0.522
,,
202094-7,202127-0,0.637
,,
202094-18,202127-0,0.624
,,
202094-0,202127-16,0.522
,,
202094-7,202127-0,0.637
,,
202094-7,202127-0,0.637
,,
202127-0,203235-1,0.764
,,
202127-0,203235-1,0.764
,,
202127-16,203235-11,0.709
,,
202127-0,203235-1,0.764
,,
202127-0,203235-1,0.764
,,
202127-16,203235-11,0.709
,,
202127-0,203235-1,0.764
,,
202127-0,203235-1,0.764
,,
9211113-7,9802023-14,0.694
,,
9211113-7,9802023-14,0.694
,,
9211113-7,9802023-14,0.694
,,
9211113-7,9802023-14,0.694
,,
9211113-6,9802023-11,0.705
,,
9211113-6,9802023-11,0.705
,,
9211113-1,9802023-8,0.715
,,
9211113-1,9802023-8,0.715
,,
9211113-7,9802023-16,0.734
,,
9211113-7,9802023-16,0.734
,,
9211113-7,9802023-16,0.734
,,
9211113-7,9802023-16,0.734
,,
9211113-15,9802023-16,0.752
,,
9211113-15,9802023-16,0.752
,,
9211113-15,9802023-16,0.752
,,
9211113-15,9802023-16,0.752
,,
9802023-14,9804188-5,0.625
,,
9802023-14,9804188-5,0.625
,,
9802023-14,9804188-5,0.625
,,
9802023-14,9804188-5,0.625
,,
9802023-11,9804188-0,0.714
,,
9802023-11,9804188-0,0.714
,,
9802023-8,9804188-8,0.677
,,
9802023-8,9804188-8,0.677
,,
9802023-16,9804188-5,0.769
,,
9802023-16,9804188-5,0.769
,,
9802023-16,9804188-5,0.769
,,
9802023-16,9804188-5,0.769
,,
9802023-16,9804188-5,0.769
,,
9802023-16,9804188-5,0.769
,,
9802023-16,9804188-5,0.769
,,
9802023-16,9804188-5,0.769
,,
9804188-5,9903107-15,0.676
,,
9804188-5,9903107-15,0.676
,,
9804188-5,9903107-19,0.704
,,
9804188-5,9903107-19,0.704
,,
9804188-0,9903107-19,0.632
,,
9804188-0,9903107-19,0.632
,,
9804188-8,9903107-19,0.644
,,
9804188-8,9903107-19,0.644
,,
9804188-5,9903107-15,0.676
,,
9804188-5,9903107-15,0.676
,,
9804188-5,9903107-19,0.704
,,
9804188-5,9903107-19,0.704
,,
9804188-5,9903107-15,0.676
,,
9804188-5,9903107-15,0.676
,,
9804188-5,9903107-19,0.704
,,
9804188-5,9903107-19,0.704
,,
9903107-15,9908142-17,0.578
,,
9903107-15,9908142-17,0.578
,,
9903107-19,9908142-16,0.637
,,
9903107-19,9908142-16,0.637
,,
9903107-19,9908142-16,0.637
,,
9903107-19,9908142-16,0.637
,,
9903107-19,9908142-16,0.637
,,
9903107-19,9908142-16,0.637
,,
9903107-15,9908142-17,0.578
,,
9903107-15,9908142-17,0.578
,,
9903107-19,9908142-16,0.637
,,
9903107-19,9908142-16,0.637
,,
9903107-15,9908142-17,0.578
,,
9903107-15,9908142-17,0.578
,,
9903107-19,9908142-16,0.637
,,
9903107-19,9908142-16,0.637
,,
9908142-17,9910053-10,0.581
,,
9908142-17,9910053-10,0.581
,,
9908142-16,9910053-17,0.474
,,
9908142-16,9910053-17,0.474
,,
9908142-16,9910053-17,0.474
,,
9908142-16,9910053-17,0.474
,,
9908142-16,9910053-17,0.474
,,
9908142-16,9910053-17,0.474
,,
9908142-17,9910053-10,0.581
,,
9908142-17,9910053-10,0.581
,,
9908142-16,9910053-17,0.474
,,
9908142-16,9910053-17,0.474
,,
9908142-17,9910053-10,0.581
,,
9908142-17,9910053-10,0.581
,,
9908142-16,9910053-17,0.474
,,
9908142-16,9910053-17,0.474
,,
9910053-10,7170-15,0.655
,,
9910053-10,7170-15,0.655
,,
9910053-17,7170-15,0.633
,,
9910053-17,7170-15,0.633
,,
9910053-17,7170-15,0.633
,,
9910053-17,7170-15,0.633
,,
9910053-17,7170-15,0.633
,,
9910053-17,7170-15,0.633
,,
9910053-10,7170-15,0.655
,,
9910053-10,7170-15,0.655
,,
9910053-17,7170-15,0.633
,,
9910053-17,7170-15,0.633
,,
9910053-10,7170-15,0.655
,,
9910053-10,7170-15,0.655
,,
9910053-17,7170-15,0.633
,,
9910053-17,7170-15,0.633
,,
7170-15,11077-19,0.708
,,
7170-15,11077-16,0.711
,,
7170-15,11077-19,0.708
,,
7170-15,11077-16,0.711
,,
7170-15,11077-19,0.708
,,
7170-15,11077-16,0.711
,,
7170-15,11077-19,0.708
,,
7170-15,11077-16,0.711
,,
7170-15,11077-19,0.708
,,
7170-15,11077-16,0.711
,,
7170-15,11077-19,0.708
,,
7170-15,11077-16,0.711
,,
7170-15,11077-19,0.708
,,
7170-15,11077-16,0.711
,,
7170-15,11077-19,0.708
,,
7170-15,11077-16,0.711
,,
11077-19,101020-12,0.693
,,
11077-16,101020-12,0.64
,,
11077-19,101020-12,0.693
,,
11077-16,101020-12,0.64
,,
11077-19,101020-12,0.693
,,
11077-16,101020-12,0.64
,,
11077-19,101020-12,0.693
,,
11077-16,101020-12,0.64
,,
11077-19,101020-12,0.693
,,
11077-16,101020-12,0.64
,,
11077-19,101020-12,0.693
,,
11077-16,101020-12,0.64
,,
11077-19,101020-12,0.693
,,
11077-16,101020-12,0.64
,,
11077-19,101020-12,0.693
,,
11077-16,101020-12,0.64
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101020-12,101096-9,0.71
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
101096-9,102185-6,0.704
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
102185-6,108245-10,0.677
,,
108245-10,205050-15,0.728
,,
108245-10,205050-15,0.728
,,
108245-10,205050-15,0.728
,,
108245-10,205050-15,0.728
,,
108245-10,205050-15,0.728
,,
108245-10,205050-15,0.728
